cause_code,level3_name,total,0,1-4,5-9,10-14,15-24,25-44,45-64,65+
01-04-02,Communicable disease: TB/AIDS: AIDS,768,2.38,7.38,6.13,8.89,14.41,40.04,29.55,3.28
01-01-04,Communicable disease: Acute febrile illness: Pneumonia,461,16.12,17.23,7.98,6.67,2.54,3.34,5.1,8.5
01-01-01,Communicable disease: Acute febrile illness: Malaria,299,3.88,19.23,25.77,20.0,7.2,1.94,1.78,2.88
01-01-00,Communicable disease: Acute febrile illness: Unspecifiable,270,2.5,9.54,6.75,8.89,3.81,4.63,4.2,5.89
03-01-04,Non communicable disease: Cardiovascular disorder: Cerebro vascular disease,221,0.0,0.0,0.0,0.0,0.85,0.43,4.08,12.25
00-02-00,Unspecifiable: Specific information missing on VAQ,183,3.0,1.85,3.07,4.44,1.69,3.23,3.06,5.49
03-01-01,Non communicable disease: Cardiovascular disorder: Hypertension,163,0.0,0.0,0.0,0.0,1.27,0.54,3.06,8.77
01-04-01,Communicable disease: TB/AIDS: Pulmonary TB,153,0.25,1.54,3.07,2.22,3.39,4.84,5.1,2.81
01-05-00,Communicable disease: Diarrhoeal disease without fever,127,1.25,10.77,0.0,0.0,0.0,0.75,1.91,1.67
05-06-00,Causes specific to infancy: Neonatal sepsis,122,15.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0
03-03-02,Non communicable disease: Gastro intestinal disorder: Liver cirrhosis,120,0.0,0.15,0.61,2.22,2.12,4.31,3.95,2.74
05-00-00,Causes specific to infancy: Unspecifiable,107,13.12,0.31,0.0,0.0,0.0,0.0,0.0,0.0
01-01-05,Communicable disease: Acute febrile illness: Diarrhoea with fever,103,1.12,5.69,0.0,2.22,0.85,1.4,1.27,2.07
03-01-02,Non communicable disease: Cardiovascular disorder: Congestive heart disease,102,0.12,0.0,0.0,2.22,1.27,0.65,1.66,5.22
01-01-02,Communicable disease: Acute febrile illness: Menigitis,98,0.5,2.77,2.45,4.44,4.66,3.23,1.78,1.0
03-01-03,Non communicable disease: Cardiovascular disorder: Ischaemic heart disease,93,0.0,0.0,0.0,0.0,0.0,0.65,2.29,4.62
03-05-01,Non communicable disease: Endocrine disorders: Diabetes,92,0.0,0.0,0.0,2.22,1.69,1.29,2.68,3.61
05-05-00,Causes specific to infancy: Birth injury/asphyxia,88,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-06-99,Non communicable disease: Neoplasm: Other specific unlisted,78,0.0,0.46,3.07,2.22,2.97,0.65,2.29,2.54
03-07-01,Non communicable disease: Genito urinary disorders: Kidney disorder,75,0.0,0.46,3.07,2.22,1.27,0.75,1.91,2.74
03-09-01,Non communicable disease: Nutritional disorder: Malnutrition,75,1.38,5.38,6.75,2.22,0.0,0.11,0.38,0.87
03-04-02,Non communicable disease: Central nervous system disorder: Epilepsy,72,0.0,0.77,2.45,4.44,7.2,2.8,1.4,0.47
03-03-03,Non communicable disease: Gastro intestinal disorder: Acute abdomen including obstruction,66,0.38,0.77,1.84,0.0,1.27,1.4,1.66,1.74
04-01-00,External cause: Transport,65,0.0,0.77,4.29,2.22,5.51,2.48,1.27,0.4
05-03-00,Causes specific to infancy: Prematurity/low birth weight,62,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-08-00,Non communicable disease: Anaemia: Unspecifiable,62,0.38,3.85,3.07,2.22,0.42,0.22,0.64,1.34
03-06-04,Non communicable disease: Neoplasm: Gastro intestinal tract including abdominal but excluding liver,55,0.0,0.0,0.0,0.0,1.27,1.29,1.27,2.01
04-99-00,External cause: Other specific unlisted,54,0.5,1.23,2.45,4.44,3.39,1.83,0.51,0.47
03-06-02,Non communicable disease: Neoplasm: Cervix/uterus,45,0.0,0.0,0.0,0.0,0.0,0.75,2.55,1.2
03-02-02,Non communicable disease: Respiratory disorder: Asthma,44,0.12,0.46,1.23,0.0,2.54,0.32,1.66,1.07
05-08-00,Causes specific to infancy: Sudden infant death syndrome,43,5.12,0.31,0.0,0.0,0.0,0.0,0.0,0.0
01-01-06,Communicable disease: Acute febrile illness: Sepsis,41,0.88,1.69,0.61,2.22,0.85,0.32,0.76,0.67
04-08-00,External cause: Hanging,41,0.12,0.0,0.0,2.22,5.08,1.94,0.64,0.27
00-03-00,Unspecifiable: No significant pathology that would explain the death,37,1.0,0.15,0.0,0.0,0.0,0.22,0.0,1.74
02-04-00,Direct maternal cause: Obstructed labour,36,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-06-00,External cause: Use of weapon,36,0.0,0.0,0.0,0.0,1.69,1.08,1.66,0.6
03-03-01,Non communicable disease: Gastro intestinal disorder: Peptic ulcer disease,32,0.0,0.0,0.0,0.0,0.0,1.4,0.51,1.0
04-05-00,External cause: Poisoning/exposure to noxious substance,31,0.12,0.15,0.61,0.0,2.12,1.61,0.89,0.07
04-03-00,External cause: Drowning/submersion,31,0.0,0.92,5.52,2.22,2.12,0.65,0.38,0.07
04-00-00,External cause: Unspecifiable,30,0.0,0.77,1.84,0.0,1.27,0.97,0.76,0.27
04-09-00,External cause: Choking,28,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-06-00,Non communicable disease: Neoplasm: Unspecifiable,28,0.0,0.31,0.0,0.0,0.42,0.32,0.51,1.2
01-01-99,Communicable disease: Acute febrile illness: Other specific unlisted,26,0.25,0.0,1.84,0.0,1.27,0.54,0.51,0.6
03-04-99,Non communicable disease: Central nervous system disorder: Other specific unlisted,24,0.0,0.62,0.0,0.0,0.0,0.0,0.25,1.2
03-06-07,Non communicable disease: Neoplasm: Oesophagus,21,0.0,0.0,0.0,0.0,0.0,0.32,0.76,0.8
03-02-01,Non communicable disease: Respiratory disorder: Chronic obstructive pulmonary disease,19,0.0,0.15,0.0,0.0,0.0,0.11,0.64,0.8
03-01-99,Non communicable disease: Cardiovascular disorder: Other specific unlisted,17,0.0,0.31,0.0,2.22,0.85,0.11,0.38,0.54
02-99-00,Direct maternal cause: Other specific unlisted,16,0.0,0.0,0.0,0.0,2.54,1.08,0.0,0.0
03-99-00,Non communicable disease: Other specific unlisted,15,0.0,0.77,0.61,0.0,0.85,0.54,0.13,0.07
05-99-00,Causes specific to infancy: Other specific unlisted,13,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-03-99,Non communicable disease: Gastro intestinal disorder: Other specific unlisted,13,0.0,0.15,0.0,0.0,1.27,0.11,0.25,0.4
03-07-99,Non communicable disease: Genito urinary disorders: Other specific unlisted,13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.8
03-06-01,Non communicable disease: Neoplasm: Breast,13,0.0,0.0,0.0,0.0,0.0,0.22,0.64,0.4
03-03-00,Non communicable disease: Gastro intestinal disorder: Unspecifiable,12,0.0,0.0,0.0,0.0,0.0,0.32,0.13,0.54
04-02-00,External cause: Fall,12,0.0,0.0,1.23,2.22,0.0,0.11,0.0,0.54
03-02-00,Non communicable disease: Respiratory disorder: Unspecifiable,12,0.25,0.0,0.0,0.0,0.0,0.11,0.25,0.47
03-01-00,Non communicable disease: Cardiovascular disorder: Unspecifiable,12,0.0,0.0,0.0,0.0,0.0,0.43,0.38,0.33
02-03-00,Direct maternal cause: Ante postpartum haemorrhage,10,0.0,0.0,0.0,0.0,1.27,0.65,0.13,0.0
05-04-00,Causes specific to infancy: Congenital abnormality,10,0.88,0.31,0.61,0.0,0.0,0.0,0.0,0.0
02-02-00,Direct maternal cause: Eclampsia,9,0.25,0.0,0.0,0.0,1.69,0.32,0.0,0.0
04-07-00,External cause: Contact with venomous animals and plants,9,0.12,0.31,1.23,2.22,0.42,0.0,0.25,0.0
03-06-05,Non communicable disease: Neoplasm: Lung,8,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.33
00-01-00,Unspecifiable: No information (VAQ not available),8,0.25,0.31,0.61,0.0,0.0,0.11,0.25,0.0
01-04-03,Communicable disease: TB/AIDS: Extrapulmonary TB,8,0.0,0.0,0.0,0.0,0.0,0.22,0.64,0.07
03-06-03,Non communicable disease: Neoplasm: Liver,8,0.0,0.0,0.0,0.0,0.42,0.22,0.38,0.13
02-05-00,Direct maternal cause: Puerperal sepsis,6,0.0,0.0,0.0,0.0,1.27,0.32,0.0,0.0
01-01-03,Communicable disease: Acute febrile illness: Measles,6,0.0,0.62,1.23,0.0,0.0,0.0,0.0,0.0
01-03-00,Communicable disease: Hepatitis,6,0.0,0.0,0.0,0.0,1.27,0.32,0.0,0.0
02-00-00,Direct maternal cause: Unspecifiable,5,0.0,0.0,0.0,0.0,0.85,0.32,0.0,0.0
00-04-00,"Unspecifiable: Multiple significant pathology, single COD can't be isolated",4,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.07
03-08-99,Non communicable disease: Anaemia: Other specific unlisted,4,0.0,0.46,0.0,0.0,0.0,0.0,0.13,0.0
01-99-00,Communicable disease: Other specific unlisted,4,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.13
01-04-00,Communicable disease: TB/AIDS: Unspecifiable,3,0.0,0.0,0.0,0.0,0.0,0.22,0.13,0.0
04-04-00,External cause: Exposure to smoke/fire/flames,3,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0
05-02-00,Causes specific to infancy: Stillbirth,2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-07-00,Non communicable disease: Genito urinary disorders: Unspecifiable,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
03-06-06,Non communicable disease: Neoplasm: Oral,2,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.07
02-01-00,Direct maternal cause: Abortion,2,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.0
01-06-00,Communicable disease: Tetanus (exc. neonatal tetanus),1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
01-07-00,Communicable disease: Rabies,1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
03-05-00,Non communicable disease: Endocrine disorders: Unspecifiable,1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
02-06-00,Direct maternal cause: Anaemia in pregnancy,1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
03-00-00,Non communicable disease: Unspecifiable,1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
03-04-01,Non communicable disease: Central nervous system disorder: Mental/behavioural disorder,1,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0
03-04-00,Non communicable disease: Central nervous system disorder: Unspecifiable,1,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0
05-09-00,Causes specific to infancy: Neonatal tetanus,1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
