cause_code,level3_name,total,0,1-4,5-9,10-14,15-24,25-44,45-64,65+
01-04-02,Communicable disease: TB/AIDS: AIDS,710,1.88,6.31,7.32,8.89,13.14,38.15,27.52,2.48
01-01-04,Communicable disease: Acute febrile illness: Pneumonia,365,14.04,13.85,6.71,6.67,1.27,2.91,3.82,5.97
01-01-00,Communicable disease: Acute febrile illness: Unspecifiable,312,2.88,12.0,7.32,8.89,5.51,5.71,5.1,5.97
01-01-01,Communicable disease: Acute febrile illness: Malaria,258,3.76,18.15,24.39,20.0,4.66,1.19,1.27,1.95
03-01-01,Non communicable disease: Cardiovascular disorder: Hypertension,255,0.0,0.0,0.0,0.0,1.27,0.32,4.71,14.22
03-01-04,Non communicable disease: Cardiovascular disorder: Cerebro vascular disease,210,0.0,0.0,0.0,0.0,0.85,0.54,4.33,11.33
01-04-01,Communicable disease: TB/AIDS: Pulmonary TB,158,0.38,1.85,2.44,2.22,4.66,4.31,5.35,3.02
01-05-00,Communicable disease: Diarrhoeal disease without fever,154,2.13,12.15,0.61,0.0,0.0,0.97,2.29,2.01
00-02-00,Unspecifiable: Specific information missing on VAQ,148,2.51,1.85,1.83,4.44,1.27,2.59,2.04,4.56
01-01-05,Communicable disease: Acute febrile illness: Diarrhoea with fever,121,0.88,6.15,0.0,2.22,0.85,2.37,1.78,2.35
03-03-02,Non communicable disease: Gastro intestinal disorder: Liver cirrhosis,120,0.0,0.15,0.61,2.22,3.81,4.2,3.82,2.62
05-00-00,Causes specific to infancy: Unspecifiable,111,13.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-05-01,Non communicable disease: Endocrine disorders: Diabetes,110,0.0,0.0,0.0,2.22,2.12,1.62,3.06,4.36
01-01-02,Communicable disease: Acute febrile illness: Menigitis,107,0.75,4.0,2.44,4.44,3.39,3.34,1.78,1.07
05-06-00,Causes specific to infancy: Neonatal sepsis,103,12.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-01-02,Non communicable disease: Cardiovascular disorder: Congestive heart disease,102,0.13,0.15,0.0,2.22,0.85,0.97,1.4,5.16
