cause_code,level3_name,total,15-24,25-44,45-64,65+
01-04-02,Communicable disease: TB/AIDS: AIDS,638,13.14,38.15,27.52,2.48
03-01-01,Non communicable disease: Cardiovascular disorder: Hypertension,255,1.27,0.32,4.71,14.22
03-01-04,Non communicable disease: Cardiovascular disorder: Cerebro vascular disease,210,0.85,0.54,4.33,11.33
01-01-00,Communicable disease: Acute febrile illness: Unspecifiable,195,5.51,5.71,5.1,5.97
01-01-04,Communicable disease: Acute febrile illness: Pneumonia,149,1.27,2.91,3.82,5.97
01-04-01,Communicable disease: TB/AIDS: Pulmonary TB,138,4.66,4.31,5.35,3.02
03-03-02,Non communicable disease: Gastro intestinal disorder: Liver cirrhosis,117,3.81,4.2,3.82,2.62
00-02-00,Unspecifiable: Specific information missing on VAQ,111,1.27,2.59,2.04,4.56
03-05-01,Non communicable disease: Endocrine disorders: Diabetes,109,2.12,1.62,3.06,4.36
03-01-02,Non communicable disease: Cardiovascular disorder: Congestive heart disease,99,0.85,0.97,1.4,5.16
01-01-05,Communicable disease: Acute febrile illness: Diarrhoea with fever,73,0.85,2.37,1.78,2.35
01-01-02,Communicable disease: Acute febrile illness: Menigitis,69,3.39,3.34,1.78,1.07
03-04-02,Non communicable disease: Central nervous system disorder: Epilepsy,63,7.2,3.02,1.53,0.4
03-03-03,Non communicable disease: Gastro intestinal disorder: Acute abdomen including obstruction,61,1.27,2.26,1.91,1.48
01-01-01,Communicable disease: Acute febrile illness: Malaria,61,4.66,1.19,1.27,1.95
03-07-01,Non communicable disease: Genito urinary disorders: Kidney disorder,58,1.27,0.43,1.91,2.41
03-01-03,Non communicable disease: Cardiovascular disorder: Ischaemic heart disease,58,0.0,0.65,2.04,2.41
01-05-00,Communicable disease: Diarrhoeal disease without fever,57,0.0,0.97,2.29,2.01
04-01-00,External cause: Transport,55,5.51,2.48,1.66,0.4
04-99-00,External cause: Other specific unlisted,53,2.54,2.37,1.53,0.87
03-06-04,Non communicable disease: Neoplasm: Gastro intestinal tract including abdominal but excluding liver,50,1.27,1.08,1.91,1.48
03-06-99,Non communicable disease: Neoplasm: Other specific unlisted,44,2.12,0.32,1.66,1.54
03-06-02,Non communicable disease: Neoplasm: Cervix/uterus,44,0.42,0.86,2.04,1.27
04-06-00,External cause: Use of weapon,40,1.27,1.51,1.66,0.67
03-02-02,Non communicable disease: Respiratory disorder: Asthma,39,2.12,0.22,1.66,1.27
03-03-00,Non communicable disease: Gastro intestinal disorder: Unspecifiable,39,0.42,0.97,0.64,1.61
03-03-01,Non communicable disease: Gastro intestinal disorder: Peptic ulcer disease,36,0.42,0.97,1.15,1.14
03-06-00,Non communicable disease: Neoplasm: Unspecifiable,33,0.42,0.22,0.76,1.61
04-05-00,External cause: Poisoning/exposure to noxious substance,32,2.54,1.62,1.15,0.13
04-08-00,External cause: Hanging,32,5.51,1.4,0.38,0.2
03-08-00,Non communicable disease: Anaemia: Unspecifiable,29,1.27,0.32,0.89,1.07
00-03-00,Unspecifiable: No significant pathology that would explain the death,29,0.0,0.11,0.0,1.88
03-02-01,Non communicable disease: Respiratory disorder: Chronic obstructive pulmonary disease,26,0.0,0.11,0.51,1.41
01-01-06,Communicable disease: Acute febrile illness: Sepsis,25,1.27,0.86,0.38,0.74
04-03-00,External cause: Drowning/submersion,18,2.97,0.75,0.38,0.07
01-01-99,Communicable disease: Acute febrile illness: Other specific unlisted,18,0.0,0.32,0.51,0.74
03-01-00,Non communicable disease: Cardiovascular disorder: Unspecifiable,18,0.42,0.11,0.89,0.6
03-04-99,Non communicable disease: Central nervous system disorder: Other specific unlisted,18,0.0,0.11,0.25,1.01
03-01-99,Non communicable disease: Cardiovascular disorder: Other specific unlisted,17,0.42,0.22,0.51,0.67
03-06-07,Non communicable disease: Neoplasm: Oesophagus,17,0.0,0.11,0.64,0.74
04-00-00,External cause: Unspecifiable,17,1.27,0.86,0.38,0.2
02-99-00,Direct maternal cause: Other specific unlisted,17,2.97,1.08,0.0,0.0
04-02-00,External cause: Fall,16,0.0,0.43,0.0,0.8
03-99-00,Non communicable disease: Other specific unlisted,15,1.27,0.32,0.64,0.27
03-06-01,Non communicable disease: Neoplasm: Breast,13,0.0,0.22,0.64,0.4
03-09-01,Non communicable disease: Nutritional disorder: Malnutrition,12,0.85,0.11,0.0,0.6
02-00-00,Direct maternal cause: Unspecifiable,12,1.69,0.75,0.13,0.0
02-03-00,Direct maternal cause: Ante postpartum haemorrhage,10,0.42,0.97,0.0,0.0
02-05-00,Direct maternal cause: Puerperal sepsis,9,1.69,0.43,0.0,0.07
03-02-00,Non communicable disease: Respiratory disorder: Unspecifiable,9,0.0,0.22,0.0,0.47
03-03-99,Non communicable disease: Gastro intestinal disorder: Other specific unlisted,9,0.0,0.22,0.13,0.4
03-06-03,Non communicable disease: Neoplasm: Liver,8,0.85,0.22,0.13,0.2
03-06-05,Non communicable disease: Neoplasm: Lung,7,0.0,0.11,0.13,0.34
03-07-99,Non communicable disease: Genito urinary disorders: Other specific unlisted,6,0.0,0.11,0.0,0.34
01-03-00,Communicable disease: Hepatitis,5,1.69,0.11,0.0,0.0
03-04-01,Non communicable disease: Central nervous system disorder: Mental/behavioural disorder,4,0.85,0.0,0.0,0.13
03-08-99,Non communicable disease: Anaemia: Other specific unlisted,4,0.85,0.0,0.13,0.07
04-07-00,External cause: Contact with venomous animals and plants,3,0.42,0.0,0.25,0.0
00-01-00,Unspecifiable: No information (VAQ not available),3,0.0,0.22,0.0,0.07
01-04-03,Communicable disease: TB/AIDS: Extrapulmonary TB,3,0.0,0.11,0.13,0.07
03-06-06,Non communicable disease: Neoplasm: Oral,3,0.0,0.0,0.13,0.13
00-04-00,"Unspecifiable: Multiple significant pathology, single COD can't be isolated",2,0.0,0.0,0.0,0.13
03-05-00,Non communicable disease: Endocrine disorders: Unspecifiable,2,0.0,0.11,0.13,0.0
02-06-00,Direct maternal cause: Anaemia in pregnancy,2,0.0,0.22,0.0,0.0
03-04-00,Non communicable disease: Central nervous system disorder: Unspecifiable,2,0.0,0.0,0.0,0.13
03-02-99,Non communicable disease: Respiratory disorder: Other specific unlisted,2,0.0,0.11,0.0,0.07
01-99-00,Communicable disease: Other specific unlisted,2,0.0,0.0,0.0,0.13
02-02-00,Direct maternal cause: Eclampsia,2,0.42,0.11,0.0,0.0
01-00-00,Communicable disease: Unspecifiable,1,0.0,0.11,0.0,0.0
03-00-00,Non communicable disease: Unspecifiable,1,0.0,0.0,0.13,0.0
02-01-00,Direct maternal cause: Abortion,1,0.42,0.0,0.0,0.0
02-04-00,Direct maternal cause: Obstructed labour,1,0.0,0.11,0.0,0.0
01-06-00,Communicable disease: Tetanus (exc. neonatal tetanus),1,0.0,0.11,0.0,0.0
01-04-00,Communicable disease: TB/AIDS: Unspecifiable,1,0.0,0.0,0.13,0.0
03-05-99,Non communicable disease: Endocrine disorders: Other specific unlisted,1,0.0,0.11,0.0,0.0
03-07-00,Non communicable disease: Genito urinary disorders: Unspecifiable,1,0.0,0.0,0.0,0.07
